501201001,捷運美麗島站(10號出口),新興區,23,22.6321300,120.3021200
501201002,捷運美麗島站(2號出口),新興區,40,22.6303500,120.3017500
501201003,捷運美麗島站(5號出口),新興區,23,22.6311800,120.3031000
501201004,七賢洛陽街口,新興區,15,22.6341600,120.3094500
501201005,中山七賢路口西南側,新興區,19,22.6342200,120.3020900
501201006,中山八德路口西南側,新興區,28,22.6356500,120.3021900
501201007,新興高中,新興區,19,22.6239900,120.3034600
501201008,新興公園西南側,新興區,25,22.6360100,120.3121900
501201009,中正和平路口西北側,新興區,20,22.6304100,120.3177100
501201010,六合錦田路口,新興區,10,22.6323500,120.3109700
501201011,捷運信義國小站(5號出口),新興區,22,22.6307300,120.3129200
501201012,高雄市財稅行政大樓,新興區,18,22.6306900,120.3097700
501201013,復興民權街口,新興區,22,22.6241800,120.3088300
501201014,忠孝公園,新興區,19,22.6271700,120.3057500
501201015,捷運中央公園站(2號出口),新興區,25,22.6238900,120.3012400
501201016,捷運中央公園站(3號出口),新興區,26,22.6268400,120.3015200
501201017,捷運美麗島站(9號出口),新興區,27,22.6325200,120.3020300
501201018,捷運信義國小站(1號出口),新興區,21,22.6310800,120.3103000
501201019,六合公園(七賢路),新興區,28,22.6342000,120.3059000
501201020,中山民生圓環,新興區,24,22.6279000,120.3014900
501201021,捷運美麗島站(7號出口),新興區,15,22.6314300,120.3034300
501201022,捷運美麗島站(6號出口),新興區,16,22.6311100,120.3043100
501201023,民族八德路口,新興區,28,22.6353900,120.3134100
501201024,高雄高商(復興路),新興區,24,22.6251600,120.3084500
501201025,民權民生路口,新興區,24,22.6272300,120.3108600
501201026,大同國小(大同路),新興區,15,22.6282300,120.2989500
501201027,民族河南路口,新興區,11,22.6361200,120.3138800
501201028,七賢民族二路口,新興區,20,22.6338800,120.3131000
501201029,六合公園(六合一路),新興區,13,22.6328330,120.3055300
501201030,中正忠孝一路口,新興區,15,22.6309800,120.3062100
501202001,中正民族路口(東南角),苓雅區,14,22.6304400,120.3136700
501202002,捷運文化中心站(2號出口),苓雅區,27,22.6301500,120.3177200
501202003,苓雅國中,苓雅區,30,22.6185500,120.3071900
501202004,高雄師範大學(學生宿舍),苓雅區,42,22.6266400,120.3194800
501202005,高雄師範大學(活動中心),苓雅區,26,22.6238800,120.3205400
501202006,自來水公園,苓雅區,16,22.6275800,120.3149200
501202007,中正高中,苓雅區,19,22.6261800,120.3382600
501202009,泰順河南路口,苓雅區,16,22.6319200,120.3198400
501202010,捷運衛武營站(4號出口),苓雅區,22,22.6249900,120.3417700
501202011,正道公園,苓雅區,15,22.6346100,120.3353900
501202012,苓雅中正國小,苓雅區,20,22.6302700,120.3333000
501202013,復華高中,苓雅區,17,22.6210700,120.3132500
501202014,凱旋同慶路口(西南角),苓雅區,18,22.6277500,120.3223600
501202015,高雄市衛生局,苓雅區,16,22.6262000,120.3254900
501202016,民權永富街口,苓雅區,17,22.6176700,120.3139900
501202017,福居兒童遊戲場,苓雅區,20,22.6208500,120.3344800
501202018,金馬公有停車場,苓雅區,21,22.6237300,120.3340200
501202019,捷運五塊厝站(2號出口),苓雅區,17,22.6297700,120.3271700
501202020,武廟市場停車場,苓雅區,16,22.6290800,120.3318200
501202021,三信家商,苓雅區,28,22.6221400,120.3292800
501202022,行仁行禮街口,苓雅區,14,22.6259600,120.3432700
501202023,中華興中路口(東南角),苓雅區,15,22.6145600,120.3017700
501202024,四維行政大樓,苓雅區,15,22.6213800,120.3124800
501202025,環球影城(大順三路),苓雅區,14,22.6322400,120.3252900
501202026,福德公有停車場,苓雅區,30,22.6328800,120.3278900
501202027,福康國小,苓雅區,15,22.6191600,120.3306200
501202028,正心公園,苓雅區,13,22.6341900,120.3326400
501202029,捷運五塊厝站(4號出口),苓雅區,30,22.6292500,120.3279100
501202030,捷運技擊館站(1號出口),苓雅區,23,22.6278100,120.3336100
501202031,捷運衛武營(5號出口),苓雅區,15,22.6257300,120.3423200
501202032,正義車站,苓雅區,20,22.6339800,120.3431700
501202033,科工館車站,苓雅區,40,22.6370290,120.3263330
501202034,捷運三多商圈站(2號出口),苓雅區,16,22.6125600,120.3049100
501202035,捷運三多商圈站(7號出口),苓雅區,30,22.6148200,120.3040700
501202036,捷運三多商圈站(5號出口),苓雅區,39,22.6143500,120.3046600
501202037,捷運文化中心站(3號出口),苓雅區,25,22.6297700,120.3182500
501202038,中正正言路口,苓雅區,28,22.6289600,120.3289900
501202039,捷運技擊館站(2號出口),苓雅區,26,22.6273700,120.3336500
501202040,四維行政中心(四維三路),苓雅區,45,22.6199600,120.3114500
501202041,高雄市文化中心(和平一路),苓雅區,28,22.6252000,120.3197000
501202042,道明中學,苓雅區,41,22.6331300,120.3235600
501202043,四維公園,苓雅區,21,22.6157200,120.2990900
501202044,輕軌旅運中心站,苓雅區,20,22.6128000,120.2921000
501202045,高雄市文化中心(廣州一街),苓雅區,28,22.6249800,120.3169700
501202046,正義市場,苓雅區,25,22.6312200,120.3385800
501202047,生日公園,苓雅區,22,22.6178200,120.3050300
501202048,國際商工,苓雅區,20,22.6210100,120.3257400
501202049,凱旋醫院,苓雅區,20,22.6248900,120.3240500
501202050,輕軌光榮碼頭站,苓雅區,16,22.6172800,120.2935600
501202051,捷運衛武營站(3號出口),苓雅區,28,22.6249400,120.3411100
501202052,英明公園,苓雅區,27,22.6163500,120.3248800
501202053,長青綜合服務中心,苓雅區,15,22.6231200,120.3220900
501202054,財政部高雄國稅局,苓雅區,15,22.6230300,120.3175900
501202055,成功國小(華新街),苓雅區,15,22.6140900,120.2973600
501202056,福德河北路口(東南側),苓雅區,12,22.6269600,120.3269000
501202057,高雄師大附中(凱旋二路),苓雅區,35,22.6256000,120.3232100
501202058,四維國小(民權一路),苓雅區,15,22.6229700,120.3125200
501202059,五塊厝公園,苓雅區,20,22.6275700,120.3273600
501202060,同慶停車場,苓雅區,21,22.6282000,120.3233000
501202061,三多廣州二街口,苓雅區,11,22.6187700,120.3195700
501202062,北凱旋公園,苓雅區,10,22.6301200,120.3223700
501202063,和平五福一路口,苓雅區,20,22.6287300,120.3187000
501202064,林靖公園,苓雅區,16,22.6235000,120.3269200
501202065,中華苓雅二路口,苓雅區,15,22.6178600,120.3001600
501202066,武廟大順三路口,苓雅區,10,22.6316900,120.3242100
501202067,福東國小,苓雅區,15,22.6239400,120.3288900
501202068,中山四維四路口,苓雅區,18,22.6173400,120.3031200
501202069,五權國小,苓雅區,15,22.6204400,120.3239600
501202070,民權四維三路口,苓雅區,16,22.6198200,120.3131500
501202071,福安公園,苓雅區,17,22.6248300,120.3310900
501202072,三多和平一路口,苓雅區,20,22.6199300,120.3227000
501202073,四維河南路口,苓雅區,11,22.6257200,120.3291300
501202074,輕軌凱旋公園站,苓雅區,20,22.6297200,120.3227500
501202075,輕軌凱旋武昌站,苓雅區,20,22.6172300,120.3266900
501202076,和平和平一路80巷口,苓雅區,20,22.6222200,120.3212000
501202077,凱旋凱旋三路915巷口,苓雅區,17,22.6196100,120.3255500
501202078,苓洲國小,苓雅區,25,22.6149100,120.3012400
501202079,武昌武昌路40巷口,苓雅區,20,22.6186700,120.3356900
501202080,中山苓雅二路口,苓雅區,26,22.6187700,120.3025500
501202081,捷運三多商圈站(6號出口),苓雅區,23,22.6148400,120.3042300
501202082,海邊新田路口,苓雅區,23,22.6188100,120.2930700
501202083,國民市場(仁愛三街),苓雅區,24,22.6214870,120.3088100
501202084,三多文橫二路口,苓雅區,21,22.6149330,120.3070150
501202085,高雄國軍英雄館,苓雅區,24,22.6203900,120.2929100
501202086,民權興中一路口,苓雅區,11,22.6186800,120.3141500
501202087,高雄市青少年籃球場,苓雅區,20,22.6254600,120.3333200
501202088,海邊苓中路口,苓雅區,30,22.6159500,120.2926800
501202089,輕軌旅運中心站(海邊路),苓雅區,23,22.6117700,120.2934800
501202090,三多公有停車場,苓雅區,18,22.6240100,120.3380200
501202091,凱旋青樹,苓雅區,23,22.6383200,120.3176800
501203001,建國同愛街口西北側,三民區,20,22.6379100,120.3004700
501203002,市立高雄高級中學,三民區,23,22.6379800,120.2975000
501203003,建國同愛街口東側,三民區,19,22.6377300,120.3013700
501203004,河北二中華三路口,三民區,16,22.6351000,120.2937700
501203005,河濱國小,三民區,20,22.6349900,120.2874100
501203006,河東路建國三路口,三民區,15,22.6339200,120.2858500
501203007,中華遼北街口,三民區,15,22.6471200,120.2915300
501203008,建國錦田路口西北側,三民區,16,22.6374900,120.3105200
501203009,凱歌憲政路口,三民區,14,22.6360100,120.3180300
501203010,遼寧哈爾濱街口,三民區,33,22.6428700,120.2993900
501203011,文興公園,三民區,15,22.6390200,120.2860700
501203012,三民國小,三民區,17,22.6365800,120.2919000
501203013,三塊厝車站,三民區,24,22.6396000,120.2947200
501203014,堯山延慶街口,三民區,16,22.6433100,120.3164800
501203015,山東承德街口,三民區,12,22.6426400,120.3114700
501203016,國立科學工藝博物館,三民區,17,22.6418000,120.3210500
501203017,高雄醫學大學,三民區,68,22.6489900,120.3102400
501203018,民族九如路口,三民區,18,22.6399800,120.3137600
501203019,十全民族路口,三民區,15,22.6448000,120.3147100
501203020,捷運後驛站(1號出口北側),三民區,20,22.6482600,120.3031300
501203021,義德公園,三民區,20,22.6443700,120.3353100
501203022,三民公園南側,三民區,19,22.6454100,120.3041600
501203023,捷運後驛站(3號出口),三民區,18,22.6492900,120.3034700
501203024,正興國小,三民區,17,22.6459900,120.3281200
501203025,高雄科技大學東北側,三民區,51,22.6517500,120.3284500
501203026,鼎中路199巷口,三民區,15,22.6633400,120.3192000
501203027,大裕昌富街口,三民區,15,22.6570400,120.3287000
501203028,捷運後驛站(1號出口南側),三民區,25,22.6473900,120.3031700
501203029,建民公園,三民區,33,22.6465000,120.3178700
501203030,三民高中東側,三民區,30,22.6606800,120.3285600
501203031,鼎金國民中學,三民區,17,22.6559700,120.3207100
501203032,獅湖國小,三民區,19,22.6726300,120.3213200
501203033,鼎泰廣場公園,三民區,27,22.6643700,120.3161000
501203034,陽明網球中心,三民區,23,22.6454400,120.3395200
501203035,寶華兒童公園,三民區,17,22.6383000,120.3413400
501203036,大順九如路口,三民區,22,22.6393300,120.3277900
501203037,高雄市立正興國民中學,三民區,20,22.6439400,120.3198400
501203038,高雄市立民族國民中學西北側,三民區,15,22.6406280,120.3321980
501203039,皓東路17巷口,三民區,15,22.6490200,120.3311400
501203040,博愛九如二路(東北側),三民區,24,22.6413760,120.3029900
501203041,民族一路543巷口,三民區,25,22.6667600,120.3146900
501203042,褒揚廣場,三民區,17,22.6417800,120.3395200
501203043,三民高中西側,三民區,38,22.6634900,120.3262800
501203044,明誠聯興路口,三民區,29,22.6597800,120.3135800
501203045,熱河自由路口,三民區,18,22.6435300,120.3093300
501203046,民族大昌路口,三民區,22,22.6589900,120.3155500
501203047,民族車站,三民區,25,22.6388300,120.3151200
501203048,正興公有停車場,三民區,16,22.6463000,120.3190000
501203049,大昌春陽街口,三民區,27,22.6471200,120.3320000
501203050,捷運後驛站(2號出口),三民區,46,22.6481800,120.3035100
501203051,博愛同盟路口,三民區,24,22.6527500,120.3038900
501203052,科工館,三民區,27,22.6396070,120.3239760
501203053,高雄中學(東側),三民區,26,22.6379400,120.2987500
501203054,客家文物館,三民區,22,22.6505700,120.2957200
501203055,金獅湖,三民區,28,22.6651000,120.3216700
501203056,文藻外語大學,三民區,22,22.6711700,120.3209500
501203057,莊敬公園,三民區,26,22.6596200,120.3247500
501203058,高雄高工,三民區,44,22.6503800,120.3256300
501203059,鼎金國小,三民區,26,22.6561700,120.3227600
501203060,寶業里滯洪池,三民區,22,22.6399900,120.3463400
501203061,義民廟,三民區,16,22.6424900,120.3336700
501203062,公二公園,三民區,15,22.6360500,120.3434100
501203063,鼎山大順路口,三民區,16,22.6530800,120.3187400
501203064,同盟博愛路口,三民區,16,22.6516300,120.3020000
501203065,三民游泳池,三民區,16,22.6424800,120.3087100
501203066,河堤南自由路口,三民區,16,22.6543600,120.3088700
501203067,陽明公園,三民區,13,22.6453600,120.3412700
501203068,金獅湖橋,三民區,15,22.6663300,120.3252200
501203069,光武國小,三民區,16,22.6381900,120.3346400
501203070,美都公園,三民區,15,22.6465700,120.2890200
501203071,高雄車站(九如二路),三民區,37,22.6412600,120.3019300
501203072,高雄車站(建國二路),三民區,18,22.6378200,120.3036700
501203073,河東河北路口,三民區,24,22.6330300,120.2860800
501203074,明堤公園,三民區,27,22.6629200,120.3122000
501203075,陽明溜冰場,三民區,15,22.6431300,120.3395400
